word,start,end,sentence,sense,pos_tag
father,106,112,yet at the papyrus institute -- a museum on a barge anchor in the nile -- kissinger be give a tour by the father hassan ragab a former egyptian ambassador,3,NN
father,39,45,what i can not stomach at least in the father of my faith be the miracle,3,NN
father,150,156,the supposition be false but it give rise to the chorus of complaint about crime and drug and federal fraud or the city fall into ruin and the suburb father in the morass of debt or the failure of will and the lack of ennoble moral vision that accompany the ritual of an american election,3,NN
father,37,43,charlie marshall an investor and co- father of several startup say the it be take twice as long as it use to to fill ceo position,3,NN
father,103,109,he be thrill by the secondary market anne nickel a company spokeswoman say of ty warner the company 's father and the beanie ' godfather who would not be interview,3,NN
father,22,28,although adidas whose father adolf dassler be generally consider the father of athletic footwear have be,3,NN
father,69,75,although adidas whose father adolf dassler be generally consider the father of athletic footwear have be,3,NN
father,128,134,rather collegium place its hope for catholic high education in the continue power of the renewed spirituality that motivate its father,3,NN
father,154,160,insider girl power for africa great friend jennifer aniston courteney cox arquette and sheryl crow gather at stk in los angeles june 11 to host omnipeace father mary fanaro 's launch of the stamp out violence against woman and girl of the congo t-shirt campaign,3,NN
father,73,79,but this hardly explain why so many ordinary folk want to know about the father,3,NN
father,46,52,at its foot be the holy mound the tomb of the father of the tribe dal cais,3,NN
father,59,65,the stock 's rapid descent be enough to knock chairman and father johnnie bryan hunt 63 off the forbes four hundred list of the rich american,3,NN
father,61,67,they include not only winston but eight other child plus the father 's brother,3,NN
father,84,90,pledge to monkhood the king 's grandson play with a statue of norchen kunga zampo a father of mustang 's monastery,3,NN
father,47,53,to be sure if the state 's economy continue to father home building in the central valley may dip as have happen during previous protracted downturn,3,VB
father,109,115,child find the only national organization of its kind be mostly privately finance according to the group ' s father gloria yerkovich,3,NN
father,27,33,according to terri winston father and executive director of the san francisco-based woman 's audio mission woman make up less than 5% of the workforce in record technology,3,NN
father,186,192,a more conventional ownership arrangement will be a relief to everybody connect with the company for much of its 21 year avis have be bounce around among a variety of owner -- first its father warren avis then lazard freres the new york investment banking firm next international telephone &; telegraph corp,3,NN
father,82,88,but they do n't focus only on win we try to respond to each of the kid ' need say father and coach john benenate 39 a paraplegic since a non-cycling accident in 1992 whether it be sit flashcard or cyclocross training,3,NN
father,194,200,in this branch of linguistics however the french take the lead around the turn of the century and the name of the abbe rousselot principes de phonetique experimentale paris 1897-1909 paul passy father of the international phonetic association and a little later maurice grammont traite de phonetique paris 1933 be all still well know,3,NN
father,149,155,// reveal in a court file by federal authority investigate the leak of secret testimony give by barry bond jason giambi and other in 2004 that balco father victor conte tell san francisco chronicle reporter mark fainaru-wada in an e-mail of an admission by giambi to the grand jury that he use steroid,3,NN
father,79,85,heinke contribute article to time magazine while he be in indiana and magazine father henry luce hire him to head the time-life bureau in chicago in 1950,3,NN
father,40,46,a fifth-degree black belt in karate and father of kardio kombat a martial art certification and teach program,3,NN
father,27,33,chey tae win nephew of the father of sk group be jail last year for account and stock fraud,3,NN
father,64,70,the critic however savor moment of quiet savagery as when dogma father lars von trier do n't win the top prize from a jury head by roman polanski and accept his lesser award with no thanks to the midget,3,RB
father,43,49,after spend most of his life grow rich the father intend to indulge himself,3,NN
father,38,44,in 1916 william durant the flamboyant father of general motor buy out sloan who become a g.m.-,3,NN
father,51,57,mr.- kenyatta be a kikuyu tom mboya one of kanu 's father be a luo,3,NN
father,45,51,hernando bugger de soto he be say great spic father of this solemn state .... this be not the first time the lieutenant governor have embarrass the state but it be the first time on national television and as everyone must correctly have suppose it would,3,NN
father,106,112,summary judgment request for an immediate decision by both homebanc and patrick s.-a flood the company 's father and former chief executive,3,NN
father,83,89,3 randolph and mortimer duke both in their 70 's be silver-haired bachelor brother father and joint owner of duke & duke commodity broker a pair of crafty old man whose personal wealth and power rival that of the hunt and rockefeller,3,NN
father,13,19,he be also a father of the french communist party,3,NN
father,44,50,nimslo a contraction of the name of the two father jerry c.-a nims and allen <nul>,3,NN
father,12,18,annie selke father &; designer pine cone hill elegant tie new house textile ' charleston tieback $52 be hand wrap with boucl yarn and available in six color and two size newhousetextiles.com button up make of hand-dyed vintage fabric and ribbon each pillow from trace of time $40-$135 be one of a kind and some be lavender fill,3,NN
father,20,26,## google <nul> ' s father relish describe the firm they have build as unconventional and anti-establishment,3,RBR
father,34,40,commitment in accordance with the father 's agreement between the society and united engineering trustee inc,3,NN
father,30,36,six mentor and the program 's father lorena parrishmainly member of riverside church-volunteer their time to role-play and lead spirited discussion,3,NN
father,22,28,and lucien febvre the father of the annales school perhaps it be not 301 too much to hope that a new generation of scholar nourish by the example of hodgson will follow in the path that he have trace out,3,NN
father,116,122,// last month several student leader call on the government to legalize the outlaw anc and release nelson mandela a father of its military wing from jail,3,NN
father,22,28,david c.-a thomas the father and ceo of intacct which be base in los gatos <nul> recall the day when auditor would set up camp in one of his company 's conference room during audit season and bombard his staff with question and request for report,3,NN
father,14,20,majora carter father sustainable south bronx environmental consultant bear with us,3,RBR
father,66,72,it hit a sweet spot customer crowd around the croc booth that the father set up at boat show early on and the shoe soon become popular with nurse cook and other on their foot all day and in need of a shoe that could be wash down after every shift,3,NN
father,31,37,one of the most common mistake father make be always buy the fastest -- the high iso number -- film available,4,NNS
father,72,78,they also attract car buff who be willing to share their knowledge with father,4,NN
father,62,68,although fame come to him at an early age he always encourage father especially latin american towards whom he feel a deep,4,RBR
father,25,31,the people who be at the father 's stage of bible study be not expect to do a lot of homework,4,NN
father,9,15,absolute father will be able to glide down the slope in a week 's time every ski class have one hands-on instructor teach no more than 12 student per session,4,NN
father,20,26,lasky 's africa for father lippincott $3.50 largely concern ghana and nigeria the chief modern nation that have emerge in recent year on the old guinea coast where most of the slave for the atlantic trade come from with an additional chapter on ethiopia and the sudan,4,NN
father,85,91,the knitting group have first meet right here in the black sheep at one of maggie 's father class last summer,4,NN
father,55,61,this appear obvious but there be some difficulty which father often overlook,4,RB
father,71,77,but to give apprentice some ammunition against the seasoned journeymen father be give certain weight allowance,4,RB
father,25,31,demonstration lesson for father and seminar for expert,4,NN
father,42,48,babu we have to do what we can we be just father at act,4,RB
father,163,169,full extension of the range will require a great deal of experience in control of the larynx and the breathe but it be not unusual for several note to be add to a father 's range merely by his learning to take in the breath correctly and to increase the tension generally on the abdominal muscle and diaphragm as he sing an ascending scale,4,NN
father,21,27,but it be mostly the father that make those and they be not in the position to do much harm,4,NN
father,181,187,brenda nelson wedge her three-year-old between her thigh until the youngster be big enough to handle a ski rope tow on her own then use a hoolahoop to assist her when come down the father slope,4,NN
father,153,159,sidebar grand targhee promise a thrill-filled trip sidebar it be quaint but leukerbad offer worldclass skiing leukerbad be best know for its hot springs father package make smuggler ' a great place to learn author affiliation jenn weede be a writer in crestone colorado,4,VBP
father,60,66,the majority of the terrain be easy though a well-populated father section keep the really easy run distinct from the moderately easy one,4,NN
father,43,49,who run the offshore sail school <nul> for father and direct sail symposium bahamas race week a course for expert,4,NN
father,15,21,it be best for father to design the shape to be carve in advance and draw it onto the wood rather than carve spontaneously,4,NN
father,43,49,many player shuffling around the course be father practice their chip and putt or receive instruction,4,JJ
father,0,6,father have a tendency to take a full backswing for a volley as they would for a ground stroke but if you learn from the beginning to punch your volley you will never have to worry about break a bad habit,4,RB
father,138,144,solkin say the quality of that program - or any program -- depend on the individual coach but one good thing about it be that it cater to father,4,VB
father,72,78,everything be in bloom and the color be she think like the primary of a father 's set of crayolas,4,NN
father,26,32,"// nor do it discourage a father to know that bill shoemaker earn $300,000 last year from ride easily make him the rich man on four leg",4,NN
father,98,104,each model offer more sophistication zoom close-up within a couple inch movie manual control than father point-and-shoots,4,JJR
father,13,19,falconry for father an introduction to the sport lee william harris,4,JJR
father,3,9,no father cryptic military term convey only the slight hint of what this unit be really about,4,NN
father,102,108,and in the spring the other season for crew owen like to play tennis he be n't very good he be just a father but my grandmother buy him a good racquet and owen appreciate the orderliness of the game,4,NN
father,38,44,wide dirt road in mountain view allow father to get their balance while steep narrow trail test veteran under redwood canopy,4,NN
father,58,64,tennis camp summer tennis camp for junior player age 8-18 father through advanced level will be hold monday through thursday morning-chs july 7-10 evening-chs and july 21-24 evening-chs,4,NN
father,101,107,junior camp be for age 9-16 and all player must have some play experience the camp be not design for father,4,NN
father,109,115,new graduate be best equip to look up the law to be judge ' clerk each supreme court justice employ two such father follow a tradition establish by holmes and brardeisi or to be assistant to lawyer prepare appeal,4,RB
father,3,9,my father be n't go to be happy if i get our name into the paper again,0,NN
father,33,39,there be no more money from your father 's job,0,NN
father,49,55,porter be not invite to our house for dinner but father be never invite to bring his family to the banker ' house either,0,RB
father,20,26,two week before our father die in september 1978 eric be diagnose as a paranoid schizophrenic,0,NN
father,19,25,why not the boy 's father watch but say nothing,0,NN
father,22,28,i be sorry about your father she say and she turn away,0,NN
father,0,6,father leave him out it be apparently not enough to prevent him from fall into his familiar paradigm once he marry and be try to finish up his college degree i very quickly learn that wife and child can get in the way of do the thing that you want to do,0,RB
father,37,43,collins be lucky to have you for his father,0,NN
father,48,54,her mother never stop tell coco how proud their father have be of jane and then she have burst into tear again think,0,NN
father,89,95,norma have some child and she prowl about with a dagger to kill them just to spite their father,0,NN
father,34,40,he have a few book that belong to father just child 's book,0,VB
father,27,33,they have not yet start on father then,0,NN
father,4,10,her father own a hundred lumber yard and her uncle be a swollen toad who put on glove when he wash his hand,0,NN
father,32,38,of month later look through his father 's stuff from his office desk robert find out that dad be make it with some woman someone who sign her letter licia,0,NN
father,26,32,uncle camden fairchild my father 's brother and calvin 's father shoot the bull in revenge then the wasums have shoot him and an all-out feud have break out between the family,0,NN
father,58,64,uncle camden fairchild my father 's brother and calvin 's father shoot the bull in revenge then the wasums have shoot him and an all-out feud have break out between the family,0,NN
father,29,35,you look very much like your father only you be darke,0,NN
father,159,165,an analyst i know briefly once theorize that my action that night be the result of the accumulate trauma i have be experience since the death of my mother and father,0,NN
father,41,47,a few year later when we have lay my old father in his grave and the saxon turn on us ravage the land at will i remember those eye and it be those i seek after the devil butcher gwyneth when they reduce our village to burn hut and bloodied body,0,NN
father,17,23,the game say his father that he do n't bother to ride a bike until age 10,0,NN
father,34,40,today that two child their mother father and grandmother be injure saturday night by the explosion of a bomb in the mariana() suburb of havana,0,NN
father,35,41,then what make you think he be the father of your child miss marshall,0,NN
father,3,9,my father squat with the flashlight in one hand and a crooked stick he have pick up off the road in the other shake his head in wonder,0,NN
father,47,53,i see meredith run up to the dais and take his father by the shoulder,0,NN
father,9,15,ellen 's father grab her arm and pull her against him so hard that her head knock the bone of his chest,0,NN
father,44,50,andy never say anything about it to his own father,0,NN
father,13,19,not even her father 's defection as she call it have stricken her like this,0,NN
father,43,49,i can n't wait until the day you tell your father,0,NN
father,18,24,clair look at his father and say it be best dad,0,NN
father,140,146,as the president of otb samuels be when ask what he would do if he understandably more interested than win a million dollar in the new york father van meter in raise revenue,0,NN
father,54,60,why should n't my daughter dare fall in love with her father 's lover,0,NN
father,19,25,when i be seven my father take me to the sidewalk on lake shore drive and push me off on my bike scream pedal pedal and quickly become disgusted when i fall yell that i do n't listen to him,0,NN
father,3,9,my father sell my car and i hitchhike through another year in maryland,0,NN
father,0,6,father see the river and say let be straighten it,0,RB
father,90,96,be sob we be dead we be all dead mumma ian lechie granny aunt cousin clair we be all dead father,0,NN
father,35,41,when alexandra kerry introduce her father with a story about how he once use an oar to rescue the family hamster from drowning hume smirk and he beat the hamster to death with it,0,NN
father,11,17,there be a father who know what he have to sell,0,NN
father,64,70,win or lose it would be a win season but most people -- even my father and coach bob -- think that this year 's dairy team have a chance of go all the way undefeated and with a last-game victory over exeter a team the dairy school have never beat,0,NN
father,23,29,because they be own by father and son most folk have always consider them combine,0,NN
father,46,52,as you know there be a plot to assassinate my father by a few lady in the house of the secluded,0,NN
father,19,25,and then when your father be cripple you come back to take care of your family,0,NN
father,40,46,when he retire his friend and successor father francis guian allegedly follow suit for another two year until an anonymous letter to the district attorney trigger a diocesan audit,0,NN
father,19,25,and a boy need his father 's companionship,0,NN
father,18,24,nor be it with my father i think he have make that clear by that cold calm way he have speak to me,0,NN
father,5,11,like father like daughters-here where larry spend the summer of his youth the couple 's three child ellen laura and kara pass their own childhood summer sail play board game or just enjoy the sun and salt air,0,DT
father,0,6,father francis kneel face her god bless you dear sister with all his love,0,RB
father,95,101,the newly discover tenderness of my daughter the sudden maturity of my son himself to become a father within a few month have not prevail upon me to go back with one of them,0,NN
father,32,38,the high the rank the great the father,0,NN
father,16,22,he mean no harm father come a female voice,0,RB
father,47,53,i be perhaps some outlandish protoplasmic joke father have wish upon her one night late after a cocktail party,0,NN
father,58,64,a nice enough man his mom 's husband his little sister 's father but not his own daddy,0,NN
father,15,21,make sure your father eat something will you,0,NN
father,82,88,the now famous bard scene mr.- march in the role model after o'neill 's own actor father be call upon to play solitaire while deliver highly charge emotional line intend to prepare the character tyrone 's two son for some grave news,0,NN
father,62,68,after all suppose you have have your son or your wife or your father reanimate and you end up with a zombie on your hand,0,NN
father,8,14,neither father nor daughter have ever be so close to the consequence of raw emotion before connor at sixty and harriet at twenty-one be like untutored child and this evidence of what lust and jealousy could lead to make them sick to their stomach,0,NN
father,123,129,if so then the incumbent may recall the song of moses remember the day of old consider the year of many generation ask thy father and he will show thee thy elder and they will tell thee,0,NN
father,23,29,she only know that her father have be able to buy the barbershop and the bathhouse because,0,NN
father,7,13,and my father know major kemper and what do your name happen to be,0,NN
father,20,26,this be where their father and mother want them to play-this be where their mother and father play as child,0,NN
father,87,93,this be where their father and mother want them to play-this be where their mother and father play as child,0,NN
father,139,145,this burn chair useless and fume be as unimportant as the place itself and the only person who be surewe have arrive at our destination be father,0,RB
father,24,30,the art of diplomacy as father have always say to provoke your opponent into want to do what you plan,0,NN
father,98,104,punishmentwas by spank barehanded by adelaide when they be young with an old trunk strap by their father when they be old,0,NN
father,46,52,jared have be nine year old the year that his father have take him out of school for three week to spend most of the month of april track a spanish galleon that have century ago go down in a fierce hurricane off the coast of florida,0,NN
father,30,36,too bad about the candy store father say to freud,0,NNS
father,117,123,70 however qadi ' umar have err in the case of zamla he note for under shaffi law a minor could only be marry by her father or grandfather,0,NN
father,65,71,the child go away pleased they have merely want to look at their father,0,NN
father,33,39,how can any human hope to be the father of a goddess,0,NN
father,156,162,criticize for his own five month of fail diplomacy bush counter that diplomatic effort have fail for 12 year since the end of the gulf war prosecute by his father in 1991 when hussein promise to disarm and the united nation pass more than a dozen resolution to force him to do so ',0,NN
father,23,29,everything about their father seem embarrassingly excessive he have a large arch nose a big mouth and thick dark hair on his chest,0,NN
father,4,10,his father and mother come in for an hour that evening and vera leave a bundle of tract,0,NN
father,101,107,i knock over the lamp because benny shove me try to lean far out the window but nobody hear benny 's father till he push the door open,0,NN
father,9,15,well her father a retire stockbroker be a considerable collector of chinese greco-buddhist and napoleonic art she say and she be bring up in a house on park avenue that look and feel a good deal like o museum,0,NN
father,22,28,when ricci be two her father have partner a thriving business,0,NN
father,54,60,ellie love to tell how the governor have speak to her father on the phone and how her father have say he do n't want the governor to think he be put responsibility to family above responsibility to country and so on and so forth,0,NN
father,86,92,ellie love to tell how the governor have speak to her father on the phone and how her father have say he do n't want the governor to think he be put responsibility to family above responsibility to country and so on and so forth,0,NN
father,5,11,your father once say to me the first girl i ever sleep with be call rose,0,NN
father,26,32,as we ride away he say my father be very angry,0,NN
father,177,183,he have an infectious laugh which ring out whenever he be amused not only by the foible of other but by his own p.-a 5 derek pengo i have just get a wonderful idea from filbert father,0,NN
father,69,75,rebuild the house of health goethe warn if you be go to live in your father 's house you must rebuild it,0,NN
father,12,18,what i need father when you be set out the piece for your live chess game be to be leave in the box,0,RB
father,25,31,young tom look up in his father 's face and start,0,NN
father,15,21,it be what her father would do and what andy would do,0,NN
father,15,21,come on sorrow father say and i know that they be on their way out the door,0,NNS
father,122,128,the close connection between these three art remain unbroken in spite of the development of architectural scholarship and father pozzo,0,NN
father,87,93,could the resulting child like adoptee in some country learn the identity of her donor father,0,NN
father,45,51,like the house where he have be born and his father and grandfather,0,NN
father,0,6,father say we might have to cancel the trip,0,RB
father,45,51,for his part jimmy remain deferential to his father consult him on decision large and small,0,NN
father,117,123,with young child say mellins therapy may involve art and play one little boy could n't express his feeling about his father 's death but he draw a picture of a coffin and a little boy beside it,0,NN
father,27,33,you go ahead and rest ' my father tell me,0,NN
father,48,54,i know he be wish for more about mrs.- gowan 's father and be hopeful when my father say p216 how do that happen,0,NN
father,78,84,i know he be wish for more about mrs.- gowan 's father and be hopeful when my father say p216 how do that happen,0,NN
father,40,46,that be two week ago and i know that my father go there his speak out against the attack his tell reporter that he be ashamed of the community all this have to do with why mrs.- nick have call me moneybags and not serve me,0,NN
lose,206,210,i close the door for her and then walkedp365around to the other side in a kind of stupor too for i be wonder if it make life more sensible or less to think that it be toward the alleviation of this girl be lose that all the rest of us have be struggle paul libby martha myself these many month and year,1,JJ
lose,16,20,our people have lose for too many generation they have build up hatred even they be not aware of until this night,1,VBN
lose,25,29,the u.s.- farm belt have lose its own crop trouble because of the summer drought and will not have as much grain to export as expect,1,VBN
lose,111,115,she should have know take another job in law enforcement be a mistake but she have be catch off guard and have lose a moment of weakness,1,VBN
lose,4,8,she lose from not be treat as an equal by french title society,1,VBP
lose,27,31,he have find punishment in lose and make some restitution perhaps there be many traveler now safe who would not have be but for him,1,JJ
lose,37,41,he theorize that young incest victim lose setback in their attempt to regulate emotion impulse and other aspect of the self as they grow up,1,JJ
lose,136,140,she look at him her eye a bit chinesey like mim say the fatty pouch of her low lid give her a kind of squint as if she be be beat or be lose from ragweed so she twinkleseven as she be be serious her pupil large in this shadowy center of the room away from the track lighting,1,VBN
lose,40,44,it would be a disgrace to let an infant lose the fate of be devour alive by wild animal,1,VB
lose,71,75,it run in the family she get it from me do n't i sometimes let my wife lose through her strangle moan nightmare now by make no effort to rouse her from them,1,VBP
lose,84,88,most people do n't appreciate that this be a full-time job and your personal affair lose perdue say,1,JJ
lose,10,14,if you be lose from the recession you might find emanuel 's line callous but that be just the way democrat talk nowadays,1,VBN
lose,154,158,serve as his press spokesman during the last election say that as part of their psychological war effort they have try to discredit romero who be know to lose from a nervous disorder,1,VB
lose,98,102,we must colonize the moon mars and then other world to ensure that our species go on should earth lose a cataclysmic disaster,1,VB
lose,14,18,bill amis sr. lose his final heart attack <nul> 6 1988 eight day after the shoot of david brown,1,VB
lose,80,84,all right it be n't nice it be unnatural other parent carry child on their back lose and sustain let themselves be claw and tear and stamp upon without end,1,NN
lose,15,19,thus cleveland lose a severe breakdown in its public service in p134 the year after 1916 which because of the war be not note until after the armistice,1,VB
lose,119,123,some criticism of the opera have come from champion of mann 's 1912 novella which tell of an eminent german author who lose from a debilitating creative block travel to venice where he become enthrall from a safe distance with tadzio a boy in an aristocratic polish family on vacation,1,VBP
lose,61,65,now the president say he must convince five swing senator or lose a political defeat that he believe would injure the country,1,VB
lose,35,39,in the end he have his way but she lose all the while prove her point about the hopelessness of it,1,VBP
lose,82,86,as heather draw near she find the three squeeze together on one side lady hampton lose greatly by 78 p78 be in the middle,1,VBP
lose,118,122,you know that she frequently entertain financier and politician and statesman and other of equal ilk who subsequently lose scandal and,1,VBP
lose,31,35,of dizziness be those who have lose head cold recently or severe ear infection even long ago,1,VBN
lose,125,129,cola in government pension be uncommon until the year after 1969 when the country be at last pay the bill for vietnam and be lose the shock of two giant oil price hike,1,VBP
lose,7,11,we all lose somewhat say greyson,1,VBP
lose,29,33,he sit bemused as if he have lose a sunstroke and be just come to,1,VB
lose,107,111,we know him to be a sneak thief liar and profligate but fitzwilliam pound the arm of his chair even we who lose his trick could not guess the depth of his viciousness,1,VBP
lose,6,10,klotz lose from eye trouble and lose a child in 1980 to crib death,1,VBP
lose,32,36,klotz lose from eye trouble and lose a child in 1980 to crib death,1,VB
lose,104,108,for tip check out the video clip at * * 27 1425 toolong trick that be best suit to guy who have already lose serious head injury,1,VBP
lose,37,41,while in paris rita enter a hospital lose from a viral infection and have to undergo several blood transfusion,1,NN
lose,148,152,ingot have also be impose on each ton of bauxite mine thus ensure that a part of the increase in the price of the end product accrue to the country lose resource depletion,1,VB
lose,30,34,a week after pedro 's death i lose another stroke one so minor that i do not notice it while it happen,1,VBP
lose,8,12,another lose from such an advanced case of post-coitum triste that he urinate on a woman,1,NN
lose,13,17,today briton lose still another buffet from what seem a never end avalanche of bad news,1,VB
lose,265,269,for example general history of the feudal society usually fail to do justice to its variety which be cover up by their attempt to bring out the general feature of this society precisely its variety however be one of its essential <nul> marc bloch 's feudal society lose least from this necessary shortcoming which obstruct the large-scale historian 's intercourse with a portion of the source and of micro history,1,VBP
lose,156,160,newt gingrich at an eskimo blanket toss in barrow alaska when gingrich insist on have a turn 15 native american heaved-ho for the love of god have they not lose enough,1,VB
lose,51,55,there be no separate quarter for my maid so i must lose her to bed almost alongside us,1,VB
lose,165,169,big john and nicknamevisit the pink-'n-blue-light district wherein nickname get what he be look for thus conclude the visit to kakoola in which city the mundys will lose more than the humiliation of their manliness before the downfall be complete,1,VB
lose,22,26,tanganyika 's nyerere lose loss of prestige by weak behavior during his army 's recent mutiny,1,JJ
lose,128,132,it have be another halloween when another cow have be lead to the dairy school field house and indoor swim pool where the beast lose a violent reaction to the chlorine in the water and drown,1,VB
lose,89,93,although the local firm do n't reap the profit of the 1980s merger craze neither do they lose the consequence of its near-collapse,1,VB
lose,0,4,lose the first class passenger as they stow their mountain of carry-on luggage their enormous garment bag their meticulously pick out yet casual underseat bag the overhead shop bag from bloomingdale 's and fao,1,VB
lose,106,110,the president be require by law to devise a standby plan for ration gasoline to be use if the nation ever lose a iry shortage of the most common petroleum product,1,VB
lose,9,13,i be not lose from loss of memory or resort to poetic license,1,VB
lose,59,63,the sadness be that for stephanie and those of us who have lose the price we have pay will be too high,1,VBP
lose,44,48,they be all alike the roadside vagrant they lose a sameness great than the intellectual and sumptuary sameness of the businessmenwho ride the 6:32,1,VBP
lose,167,171,lindsay rudge then miss bub i apologize for my insensitivity and promise never again to refer to that subtropical archipelago formerly rule by sir john swan where you lose your fall,1,VB
lose,162,166,during hirohito 's reign japan become the pre-eminent military power in asia launch world war ii in the plicific become the only nation to experience atomic bomb lose its first military defeat and occupation and rise from the ash of fire-bombings to build the second most powerful economy in the non-communist world,1,VB
lose,184,188,one of his officer in the road transport later the road haulage executive describe him as conspicuously hard work energetic in see for himself voluble sometimes irascible never one to lose fool gladly he soon become well-known and popular throughout the organisation ',1,VB
lose,20,24,our secret readin ' lose and that be not the all of it,1,NN
lose,79,83,notable miss first four race of 2002 season recover from severe head injury he lose in a busch race in 2001,1,VBZ
lose,132,136,since second generation hybrid be substantially less vigorous than first generation one farmer who use the hybrid two year in a row lose a much decrease yield,1,VB
lose,15,19,and instead of lose from uncertainty microsoft stock have a spectacular run in 1998 up about 100% by early december when this column go to press,1,JJ
lose,62,66,our way be hinder by the cavalry of brutus and cassius and we lose severe loss on c2ur journey arrive at amphipoliswith our troop weary and demoralize,1,VBP
lose,44,48,for example raul a 65-year-old hispanic man lose from frequent asthma attack relate to severe feeling of anxiety cause by his marital problem,1,VBP
lose,60,64,christina be two bergamasco 's threemonth-old son die after lose a broken back and fracture skull,1,VB
lose,46,50,it be never our intention to add to anyone 's lose,1,NN
lose,60,64,this be true of the parent of three-year-old chad green who lose from acute lymphocytic leukemia,1,VBP
lose,42,46,cope alone when tameka in brazil <nul> 18 lose apparent cardiac arrest while be prep for liposuction usher rush to her side,1,JJ
lose,34,38,the houston organize project have lose from a soft economy that have increase layoff and discourage worker from risk their job to fight for a union,1,VBN
lose,164,168,the company that do follow these principle and that report on their activity last year say the worker they employ 66 000 in a work force of around six million will lose if they reduce or end operation in south <nul>,1,VB
lose,80,84,but white writer have be permit to deal within strict limit with the disability lose hope dream,1,VBP
lose,48,52,i do n't want to stay at all but i like see him lose if even a small amount,1,VB
lose,239,243,they be man from all walk of life an oral surgeon in pittsburgh a rubber-company worker in des moines an investment broker in houston a pediatrician in los angeles a furniture magnate in indianapolis -- all bind by the common bond of have lose the singular agony of a kidney stone,1,VBN
lose,80,84,have publish 32 book but mr.- hoover do have friend and they know how deeply he lose as a result of such cruel /lemon the former president take to writing to explain and justify his belief and action,1,VB
lose,64,68,## yea verily english-speaking christian in search of scripture lose not long ago few perturbation,1,VBP
lose,96,100,their first daughter alexandra born in 1918 be afflict with polio and spinal meningitis and she lose tremendously until het death in 1922,1,VBD
lose,47,51,wang say it will lay off 1 600 people and will lose loss for the first time in its <nul>,1,VB
lose,15,19,while the city lose a number of freak disaster on this day of hellfire and ice magdalena be chafe back to life by the indelicate and unnatural ministration of john the brawn who pull her out of the river,1,VB
lose,48,52,dr.-i hutton be in excellent spirit and i after lose a good deal and almost loseing hope in the beginning of winter have now recover my ordinary health,1,VB
lose,108,112,it be call pregnancy he write in thus speak zarathustra have fail to answer the sphinx 's question and have lose the consequence,1,VBN
lose,17,21,## the northeast lose unusually severe storm this winter,1,VB
lose,56,60,why you have n't half come up to all the way people can lose,1,VB
lose,34,38,she never do it be dan whose work lose,1,NN
lose,76,80,this be promptly and quietly do and she feel she have score a triumph after lose such a public rebuke la calderona would certainly not risk a second one,1,JJ
lose,25,29,for instance krayzelburg lose a stress fracture in his back in 1998,1,VB
lose,120,124,though the u.s.- toll have be relatively light-69 dead or missing 64 wound 73 helicopter destroyed-the south vietnamese lose considerable casualty,1,VB
lose,30,34,they say he be exhaust and be lose from a strained shoulder,1,VBN
lose,40,44,## txt shortly after richard j.-a daley lose a stroke in 1974 a rumor sweep city,1,VB
lose,110,114,from the time our kid start talk most of us parent discourage them from report on the everyday indignity they lose at the hand of hair-pulling sister obnoxious little brother or backyard bully,1,VBP
lose,87,91,// but sport impose on lefthanders its own hardship including some refinement of those lose generally,1,JJ
lose,166,170,the piano man waive his entire and these day tres chr fee for the fundraiser benefit the nick traina foundation name in honor of danielle 's late son nick traina who lose from bipolar disorder and die of a drug overdose in 1997 at 19,1,VBP
lose,168,172,clipper 129 nugget 121 los angeles- gary grant score 27 point and reserve center ken bannister score 8 of his 15 in the final 4 minute as the clipper snap a three-game lose streak,0,NN
lose,54,58,i hear mother in her springtime voice which she never lose say petty you take the blame for that for a long time,0,VBP
lose,70,74,although a noble class be less sharply define in england the argument lose little of its force when apply to the english county gentry,0,JJ
lose,104,108,some of these people be head of department and the regulation do n't affect them they be only afraid of lose their job,0,VBP
lose,105,109,the various business deal with the u.s.- military take in an estimate $160 million per year and stand to lose a good part of that if the scheduled withdrawal go through,0,VB
lose,32,36,on the other hand mcdowell have lose chase 's confidence and chase have be and still remain his friend in a way that lincoln be not,0,JJ
lose,88,92,the currency with which he have always purchase his priority of love and attention have lose some of its value,0,VBN
lose,19,23,of course we could lose the phone at any time,0,VB
lose,149,153,fish meet with the civil right group and present his own proposal for an enforcement mechanism once the administrative law judge rule he suggest the lose party could appeal to the court,0,JJ
lose,7,11,all be lose that kind of defeatism be not discernible at least not among the mass of the people,0,JJ
lose,159,163,five of the six merely miss a step or gasp but georgia bauman who have her treadmill crank up to eight mile per hour at that very moment because she be try to lose fifteen pound by christmas,0,VB
lose,3,7,it lose its big customer for paper money when china go communist in 1949 lose another big customer two year ago when cuba 's castro switch to czech-printed money,0,VB
lose,73,77,it lose its big customer for paper money when china go communist in 1949 lose another big customer two year ago when cuba 's castro switch to czech-printed money,0,NN
lose,60,64,with the exception of the diminutive beribboned slipper she lose while flee the palace and of swatches of ruin garment later preserve as relic by the monarchy,0,VBP
lose,51,55,richter who insist that the charge be false say he lose some business initially but now send as many e-mail message as he do before the suit be file,0,VB
lose,24,28,who know what the world lose write john stuart mill in the multitude of promising intellect combine with timid character who dare not follow out any bold vigorous independent train of think lest it should land them in something which would admit of be consider irreligious or immoral or subversive or even philistine,0,VBP
