word,start,end,sentence,sense,pos_tag,original_sense
understanding,51,64,be precisely what hoptman be after intelligent and understanding contemporary art that be nonetheless open to spiritual mystery and the depth of the human soul,3,JJ,savvy
understanding,112,125,he be to the recession era what his idol cagney be to the depression the common man or manchild with that extra understanding that set him apart,3,NN,savvy
understanding,79,92,palomino be a two-year-old book-and-cd web company that be consider culturally understanding he read,3,VBG,savvy
understanding,29,42,but some thief with business understanding have be know to make really big money,3,VBG,savvy
understanding,38,51,they have get a little money a lot of understanding and they commence buyin ',3,VBG,savvy
understanding,34,47,he pursue his duty in iraq with a understanding that win him friend throughout the country 's compete political faction,3,NN,savvy
understanding,0,13,understanding knee-droppers now match ski boot and binding to make rippin ' ' condition-specific setup,3,VBG,savvy
understanding,4,17,the understanding fan know their plan will change for next season even if they do n't buy ticket for more game,3,JJ,savvy
understanding,48,61,graham 's sincerity honesty civility plan media understanding and sexual and financial integrity rank high on most list,3,JJ,savvy
understanding,40,53,in fact he have show a lot of political understanding since deng call him to beijing in the wake of the tiananmen square massacre,3,NN,savvy
understanding,27,40,the tisches be some of the understanding financier in the country say yacktman,3,JJ,savvy
understanding,225,238,in a deal that send television- telecommunications- and entertainment-industry analyst scramble back to their spreadsheet the two company announce a $2.5 billion strategic alliance in which u s west will supply technological understanding and an,3,NN,savvy
understanding,45,58,but the newcomer bring along their political understanding and quickly commandeer the town council from the local know as the elk because of their frequent meeting at the elk club,3,NN,savvy
understanding,16,29,// to which the understanding observer might inquire then why do you come to italy,3,NN,savvy
understanding,9,22,japan 's understanding telescope manufacturer stoke that lust at the show and in the page of the popular japanese astronomy magazine temmon guide a thick monthly fill with endless page of telescope ad and jpl-quality shot take by amateur,3,JJ,savvy
understanding,135,148,info 866-667-7426 picomountain.com beta after spend the past 45 year cower in killington 's shadow pico be now know as the place where understanding skier escape the weekend throng -- particularly on powder day,3,VBG,savvy
understanding,147,160,as the elder military and communist leadership of china pass away over the next 10 to 15 year the new entrepreneurial business and internationally understanding politician take over china 's leadership will continue to push the reform of the late great leader deng xiaoping,3,JJ,savvy
understanding,16,29,in addition its understanding media operation include modern maturity the nation 's third high circulation magazine a wire service that provide newspaper with unbiased reporting on elderly issue and a weekly television series,3,JJ,savvy
understanding,33,46,when these fish get finicky some understanding angler resort to ice-fishing bait grub and maggot,3,JJ,savvy
understanding,44,57,// but investor would probably have be more understanding have they remember the fate of the brazil fund and use that other single-market investment fund as a role <nul>,3,JJ,savvy
understanding,0,13,understanding play and enviable chemistry share by james mcneal and matthews have be vital in williams transition,3,JJ,savvy
understanding,227,240,the priest who retain his pastoral duty at old <nul> patrick ' s be regard as a particularly effective pastor to the yuppie class and he cut a fine figure on the downtown street with his square-jawed good look and street-smart understanding,3,NN,savvy
understanding,14,27,with the same understanding that help them endure past occupation pole be prove particularly ingenious in devise new stratagem in their psychological war with the martial-law regime,3,NN,savvy
understanding,134,147,while the jury be still out on how consolidation will affect consumer it be clear that merger mania mean opportunity for stock picker understanding enough to bet on the next bank to get scoop up,3,VBG,savvy
understanding,75,88,but in the end band note for their live show be the winner - people be get understanding about who be best live and who be better see on mtv,3,JJ,savvy
understanding,89,102,confront with israel 's breathtaking 130% annual inflation rate aridor 42 come up with a understanding political response drastic cut in the country 's steep excise and import tax on auto color television set wash machine and other consumer product,3,JJ,savvy
understanding,38,51,they have get a little money a lot of understanding and they commence buyin ',3,VBG,savvy
understanding,45,58,he consider himself unusual in have have the understanding and the saving to be part of the neighborhood 's future,3,NN,savvy
understanding,206,219,lawyer for the rigas family which perform the remarkable feat of bankrupt a cable company say their client can n't be guilty of a conspiracy to loot the company because they be too dimwitted one be not the understanding guy another be clueless,3,JJ,savvy
paper,130,135,clearly the planetesimal that collect in the outer nebula and ultimately the planet that form from them would have very different paper from those of the terrestrial planet,1,NN,composition
paper,73,78,juarez set up an interesting tension of loose easy form confine by tight paper,1,NN,composition
paper,114,119,similar to the effect of water over time the concentrated action of the maker configure raw material into dynamic paper and finish them to a perfectly smooth blackness,1,NN,composition
paper,93,98,in sum william write about the stream of consciousness while henry adapt it into a method of paper the origin of this method be not hard to find,1,NN,composition
paper,147,152,the leader of the community head by the most reverend and virtuous moses sullam whom may god guard urge the author and persuade him to publish his paper,1,NN,composition
paper,51,56,it will carry six instrument design to analyze the paper of the atmosphere and photograph its feature,1,NN,composition
paper,120,125,as teach this semester by instructor will eggers the basic writing course be about the same as english 105 the standard paper course,1,NN,composition
paper,46,51,vitamin be quite different from each other in paper and they serve distinct function in the body,1,NN,composition
paper,4,9,the paper of the commission will determine to a considerable extent the content of final resolution on subject to be discuss by the council thruout the winter,1,NN,composition
paper,70,75,as edi- p100 tor of this informal publication i initiate my series of paper under the title of simple fact about the bond wire resistance strain gage that be publish serially in four subsequent news letter,1,NN,composition
paper,40,45,but he say determination of the age and paper of the genesis rock,1,NN,composition
paper,7,12,ii the paper of manufacturing have change considerably,1,NN,composition
paper,37,42,leonard bernstein 72 conductor whose paper and flamboyant conduct thrill audience,1,NN,composition
paper,66,71,handwritten addition by williams be make contemporaneously to the paper of this manifesto this would probably represent the first appearance of the term contact in williams 's work,1,NN,composition
paper,79,84,the theatrical film as this story type may be call sacrifice porosity to dense paper and it unfold above the dimension of camera-reality instead of pass through it,1,NN,composition
paper,60,65,with their luscious color and seductive texture his collage paper have an air of aesthetic delectation perhaps even aesthetic hedonism,1,NN,composition
paper,37,42,table present the number express the paper of the principal kind of food make use of as well as that of flesh thus afford a comparison of the nutriment of each article of vegetarian diet with that of the flesh of animal,1,NN,composition
paper,92,97,if the level of nutrient loading be high enough significant change can occur to the species paper of the ecosystem often lead to a simplification of ecosystem structure that be domination by one or a few species,1,NN,composition
paper,4,9,the paper upward as well as sideways make a pattern in which motif be stand on each other 's head,1,NN,composition
paper,37,42,now we can just admire his color his paper his <nul> ',1,NN,composition
paper,179,184,while the manifest content of art be determine by the preoccupation of each epoch and by the personality characteristic and interest of the individual artist the structure of the paper be determine primarily by t he level of structural organization,1,NN,composition
paper,135,140,the spatial variation in the house the balance between solid and void and the way the geometric form come together all contribute to a paper that be simultaneously reveal on the exterior and interior,1,NN,composition
paper,165,170,it be not that we both build home-caves construct travel-guiders that stretch for thousands of kilometer over the land lay out social ground or put together musical paper and complex combination of food and flavor stone but that we both build construct lay out and put together these thing according p227 to plan vision imaginative scheme that until we have realize them have no real existence,1,NN,composition
paper,15,20,the fallacy of paper it be often mistakenly assume that what be true for the part of a system be true for the,1,NN,composition
paper,204,209,by any american standard probably any standard in the world such a neighborhood would be consider integrate as schelling move unhappy coin around the board to meet the minimum requirement of neighborhood paper however a surprising thing happen,1,NN,composition
paper,41,46,it be this principle which determine the paper of the united state senate and it be this principle which would if accept have save the indian subcontinent from the tragedy of partition,1,NN,composition
paper,54,59,// cicoria continue to work on his piano play and his paper,1,NN,composition
paper,58,63,another child leave with the guitar teacher to finish his paper 230 worth learning lean back in the door to call i need a flute and a drum and two other go with them,1,NN,composition
paper,116,121,take now d as the symbol of the malignant gene and d as its normal counterpart the afflict will generally be of the paper dd,1,NN,composition
paper,55,60,there be graded lesson and musical exercise as well as paper of appropriate difficulty while weekly test be check and correct by the supervising local piano teacher major examination be send to chicago for grade,1,NN,composition
paper,61,66,cast iron or wrought aluminum furnishing complete the garden paper,2,NN,theme
paper,52,57,some of these line be harmony variation on the main paper of the game,2,NN,theme
paper,36,41,"in fresno humphrey take up the same paper we can not in good conscience enjoy our prosperity when 3,000,000 to 4,000,000 of our fellow human being walk the street look for work",2,NN,theme
paper,33,38,his act reinforce positive black paper as mcrae portray the biblical story of daniel in the lion 's den with lion and bengal tiger,2,NN,theme
paper,37,42,the word to look at me i be walk the paper song of jerry lewis 's labor day muscular dystrophy telethon pop into my head,2,NN,theme
paper,113,118,to establish inter-rater reliability two of the researcher in this study independently code each response into a paper or number of paper then compare each response and corresponding paper category,2,NN,theme
paper,132,137,to establish inter-rater reliability two of the researcher in this study independently code each response into a paper or number of paper then compare each response and corresponding paper category,2,NN,theme
paper,183,188,to establish inter-rater reliability two of the researcher in this study independently code each response into a paper or number of paper then compare each response and corresponding paper category,2,NN,theme
paper,76,81,film in england in 1962 with a second-string cast and a familiar atomic-age paper the damned exude a mesmerize air of intangible menace,2,NN,theme
paper,61,66,one of joan 's most popular all my trial open on an all-blue paper hush little baby do n't you cry you know your mama be born to die all my trial lord soon be over,2,NN,theme
paper,251,256,this book be not the place for an extend exegesis of these text but only for an identification of what the subsequent tradition take to be the evidence from the bible including that portion of it which christian come to call the old testament for the paper to follow,2,NN,theme
paper,13,18,suburbia and paper park that would give way to more paper park,2,NN,theme
paper,52,57,suburbia and paper park that would give way to more paper park,2,NN,theme
paper,46,51,we have already learn this trip 's overriding paper in the land of beauty and squalor you will be set upon by horde,2,NN,theme
paper,113,118,axel do just as hetman request start all the way back from the dream to the inner stuff careful to leave out the paper song though he really-really do want to sing it,2,NN,theme
paper,57,62,wine beer and whisky flow as they do not at other disney paper park,2,NN,theme
paper,30,35,photograph a recurring design paper throughout the grossmans home be the artful grouping of similar type of work,2,NN,theme
paper,91,96,after try his hand at make a teapot chasanoff wenton to collect dozens of variation on the paper cubist teapot by paul mathieu and jeff perrone a fragmented one by marek cecula an open-work teapot by patrick hilferty a kenneth ferguson piece resemble an udder an armor-clad version by christopher staley one by lu wen xia identify as buddha 's hand and more,2,NN,theme
paper,72,77,norman thomas for one be highly critical of the film because he say the paper be misleading communist and socialist be picture as one and the same which he point out be far from the truth,2,NN,theme
paper,28,33,much of the catechism cover paper that have always unite protestant and catholic the reality of god the work of christ the importance of prayer,2,NN,theme
paper,96,101,frequently business magazine have conference because you be able to actually have a focus and a paper and a practical outcome,2,NN,theme
paper,57,62,unit be often integrate around a social study or science paper,2,NN,theme
paper,0,5,paper of the exodus and the revelation at sinai,2,NN,theme
paper,60,65,for as herz see it video game be n't just kid stuff they be paper park of the mind that reflect the fear fantasy and desire lurk in every human soul,2,NN,theme
paper,67,72,the idea have be around for many year but finally find a market in paper park where 2% of all picture be take in the u.s.- people who find themselves at a paper park with no camera can buy a low-cost all-plastic preloaded camera take their picture and send the whole thing off for film process,2,NN,theme
paper,155,160,the idea have be around for many year but finally find a market in paper park where 2% of all picture be take in the u.s.- people who find themselves at a paper park with no camera can buy a low-cost all-plastic preloaded camera take their picture and send the whole thing off for film process,2,NN,theme
paper,105,110,on thursday before the derby they ' re have a may day picnic for maybe 300 people on their farm with the paper ' call to the <nul> ',2,NN,theme
paper,22,27,the corollary of this paper be a haunt sense of the ease with which p96 the reflective man or the,2,NN,theme
paper,82,87,you get two kind of tree with real transsexual flow copious willow and castration paper,2,NN,theme
paper,35,40,there be several variation on this paper such as no trough for floor or ad-lib,2,NN,theme
being,25,30,i do n't think i will be being to it eliot say,1,VBG,equal
being,62,67,say only be sectional to any area where citizen be deny their being,1,VBG,equal
being,35,40,she suffer from not be treat as an being by french title society,1,VBG,equal
being,121,126,its creator and most gifted exponent be montaigne 1533-92 whose vivid and pithy insight into human nature have seldom be being and never surpass,1,VBG,equal
being,46,51,// each of the panel ' s eight member have an being vote and a verdict be decide by a simple majority of,1,VBG,equal
being,13,18,watson could being jack say gene but i ' m inclined to think tom may quit early,1,VBG,equal
being,275,280,despite the fact it have have no more insurance claim the church have be unable to obtain new cov-erage agent say most state licensed company try to steer clear of likely target such as bethel baptist because the state require them to charge the same premium for property of being value even though one have a history of bombing and violence in some case an agent can obtain coverage from an outside company which specialize in insure high risk ' - at high rate but often this do n't work either,1,VBG,equal
being,24,29,once more if instead of being spherical shot the mass to be pile be boulder partially but irregularly round and of various size no definite stable form be possible,1,VBG,equal
being,6,11,evoke being part sex pistol and maxwell smart these funky thick-soled shoe be attract punk rocker swing dancer biker and raver along with suburban teen,1,VBG,equal
being,261,266,the court reject the district 's argument and hold ... female student seek admission to the boston latin school have be illegally discriminate against solely because of their sex and that discrimination have deny them their constitutional right to an education being to that offer male student at latin school id,1,VBG,equal
being,138,143,that there be more than a grain of truth in the last commandment pen by napoleon tyrant pig of george orwell 's animal farm all animal be being but some animal be more being than other d merely an early morning yawn,1,VBG,equal
being,168,173,that there be more than a grain of truth in the last commandment pen by napoleon tyrant pig of george orwell 's animal farm all animal be being but some animal be more being than other d merely an early morning yawn,1,VBG,equal
being,100,105,once octavian have soldier and money he give antony no choice but to admit him into power as a full being,1,VBG,equal
being,59,64,"state will withdraw a percentage of its 300,000 nato troop being to the percentage of the balance of payment deficit not offset by our european ally",1,VBG,equal
being,51,56,// in rightfield harry hooper be almost speaker 's being defensively,1,VBG,equal
being,70,75,here be a discovery that too many people still find startle when give being opportunity at white-collar pencil push black want the same thing from life that everyone else want,1,VBG,equal
being,20,25,singer say that the being number to be aim at in both category be agree upon at vladivostok,1,VBG,equal
being,61,66,i be well aware of that maester she say with a laugh that be being part amusement and bitterness,1,VBG,equal
being,107,112,if this principle be accept the large estate of the noble would disappear their place would be take by the being holding of free farmer society would get into a stable equilibrium underlay by a balance of individual,1,VBG,equal
being,37,42,before government agency such as the being employment opportunity commission eeoc start harass them,1,VBG,equal
being,91,96,you know that she frequently entertain financier and politician and statesman and other of being ilk who subsequently suffer scandal and,1,VBG,equal
being,86,91,and on that morning he walk like a man in a great hurry and she like a young woman in being haste,1,VBG,equal
being,37,42,then do one with an american star of being stature and compare the different attitude,1,VBG,equal
being,8,13,justice being and balance with all other side,1,VBG,equal
being,38,43,' we simultaneously write the book on being employment opportunity and affirmative <nul> ',1,VBG,equal
being,73,78,the monopolist will be produce only that output which make marginal cost being to marginal revenue so that the more rapidly marginal revenue fall <nul> the less elastic the demand the small the monopolist 's output and therefore the high the market price,1,VBG,equal
being,138,143,light marble pre-eminently in most of its condition and in most light however dim or however violent enjoy this tonal condition since the being light on stone tend but to mark its shape,1,VBG,equal
being,9,14,a plus b being a tie-in between the mob and the cop,1,VBG,equal
being,81,86,we continue to honor bor-ders from fence to frontier with a sense of prohibition being in intensity to the authority of the religious,1,VBG,equal
being,105,110,the settlement rate be share equally between the two country for an international call and if traffic be being there would be no net flow of money,1,VBG,equal
being,4,9,let being say you being contentedly cook hot dog on one of the park 's rusted barbecue grill at high noon on this oven-hot day,2,VBG,be
being,18,23,let being say you being contentedly cook hot dog on one of the park 's rusted barbecue grill at high noon on this oven-hot day,2,VBG,be
being,13,18,second there being significant change in power relation within the community and between the tribal and federal government,2,VBG,be
being,24,29,the hiss of the sprayer being the loudest sound in the room,2,VBG,be
being,58,63,thus in discussion of efficiency the definition of output being crucial to the argument,2,VBG,be
being,35,40,the department of natural resource being prosecute six man on illegal possession,2,VBG,be
being,11,16,even as it being with infusion of wendish and polish and german and swedish blood we come close to being a pure strain and unlike primitive endogamous group we have keep record,2,VBG,be
being,99,104,even as it being with infusion of wendish and polish and german and swedish blood we come close to being a pure strain and unlike primitive endogamous group we have keep record,2,VBG,be
being,23,28,big as the soviet bomb being its wave being far weak than the volcano being but the time they take to circle the earth being almost exactly the same 36 <nul>,2,VBG,be
being,38,43,big as the soviet bomb being its wave being far weak than the volcano being but the time they take to circle the earth being almost exactly the same 36 <nul>,2,VBG,be
being,70,75,big as the soviet bomb being its wave being far weak than the volcano being but the time they take to circle the earth being almost exactly the same 36 <nul>,2,VBG,be
being,119,124,big as the soviet bomb being its wave being far weak than the volcano being but the time they take to circle the earth being almost exactly the same 36 <nul>,2,VBG,be
being,29,34,their radar and other sensor being not run by electricity from solar panel or chemical fuel cell the power source use by american spy satellite like the air force 's big bird,2,VBG,be
being,38,43,some smart advice make sure your case being well document,2,VBG,be
being,103,108,if the recently enact monday holiday law set the pattern for individual state millions of american may being get more of their pay leisure in large chunk,2,VBG,be
being,14,19,i think there being something very direct and refreshing about them and something very good about the word of their song she say,2,VBG,be
being,78,83,rapport denote a mutual responsiveness of friend lover or spouse so that each being dispose to act upon the stimulus of the other,2,VBG,be
being,68,73,after an incredibly short period she look at town and say i fear it being happen to me a second time,2,VBG,be
being,35,40,the escrow trustee chase manhattan being instruct by joe to pay it to the rare blood club his idea as a memorial to eunice evans branca,2,VBG,be
being,80,85,jenny bob her head and mouth some word to make fun of sally then turn to you we being professional like model,2,VBG,be
being,97,102,30 letter to the editor of the time wage factor in social security to the editor social security being far too important an american institution to being treat as the time seem to advocate in its <nul> 7 editorial slow down on social security,2,VBG,be
being,148,153,30 letter to the editor of the time wage factor in social security to the editor social security being far too important an american institution to being treat as the time seem to advocate in its <nul> 7 editorial slow down on social security,2,VBG,be
being,12,17,the channel being richly overgrow with range plant species that bink have never observe before a strawberry runner bear beechnut and fern with deciduous leaf,2,VBG,be
being,31,36,in central china the han river being the demarcation between the region of p.-a tabulaeformis and that of p.-a massoniana,2,VBG,be
being,14,19,so what would being my reason for take the gun away,2,VBG,be
being,5,10,king being interview on wit radio and state that he have just become aware of the situation and hope something could being do for burke,2,VBG,be
being,117,122,king being interview on wit radio and state that he have just become aware of the situation and hope something could being do for burke,2,VBG,be
being,5,10,they being eskimo who wander in a hundred-mile radius about us pick a bare living from the land,2,VBG,be
being,81,86,simon i warn you if those fool in philadelphia utter one word against the king i being go home ',2,VBG,be
being,65,70,he look at me with one of his eyelid lower just a touch as if he being gauge the distance between us and i remind myself that mike bronski have kill six people that i know of,2,VBG,be
young,46,51,sense-what could be grand than king queen and young with a ten as steward all under the tepee of an ace,1,JJ,offspring
young,263,268,fertilization be also an entirely random process from a genetical point of view but the mechanic of the process of chromosome segregation and reunion ensure that there be a certain statistical regularity in the apportionment of heritable characteristic among the young,1,JJ,offspring
young,141,146,take leave from trinity he join several political party organize speak and write a stream of article and pamphlet with title such as war the young of fear why nation love war and be a permanent peace possible,1,JJ,offspring
young,15,20,now that their young be in england old attitude have <nul>,1,JJ,offspring
young,59,64,for trait where demonstration of the characteristic in the young be important heritability of the trait should be consider,1,JJ,offspring
young,74,79,he have tell ekaterina once that this be the way to make sure none of his young go to the bad,1,JJ,offspring
young,154,159,the welcome mundo cani would receive and his pride to the little glory that might redound to him then he could not think of the death of a coyote and her young,1,JJ,offspring
young,75,80,they might have pose for a magazine cover the smiling parent the beautiful young,1,JJ,offspring
young,177,182,ever since the bolshevik revolution 75 year ago soviet parent have ease their hardship by accept the propaganda that they be build communism or at least a better life for their young,1,JJ,offspring
young,129,134,edward knipling 90 u.s.- government entomologist whose 1950s insect-eradication technique x-ray sterilization of male to prevent young save u.s.- livestock from the plague of the screwworm in arlington va,1,JJ,offspring
young,164,169,father of four meet some of his business contact on the social circuit or at the <nul> albans school an elite washington prep school where his child study with the young of influential capital area family,1,JJ,offspring
young,99,104,we be try to select the best physical type we can in the hope that he will pass his quality to his young and there be no better practical way to,1,JJ,offspring
young,8,13,come on young person ariel address her pair not have come up with a satisfactory name for adult kind progeny young bodily descendant,1,JJ,offspring
young,109,114,come on young person ariel address her pair not have come up with a satisfactory name for adult kind progeny young bodily descendant,1,JJ,offspring
young,53,58,he have have him a squaw from time to time and a few young,1,JJ,offspring
young,87,92,he say now it be likely if you be to go out there today you would run into some of his young which it look to me like you do,1,JJ,offspring
young,79,84,perfect sight to know that they also possess as do ail eight of the bridgerton young the bridgerton good look,1,JJ,offspring
young,155,160,once during invader the man come with a companion a boy and nestor verge on hysteria when he consider that the tumor might have metastasize and produce an young,1,JJ,offspring
young,35,40,between 1830 and 1836 seven of his young appear on the list of poor child to be educate at the county 's expense,1,JJ,offspring
young,351,356,chimpanzee do not appear to actively try to teach one another how to do thing or at least not often in more than a decade of fieldwork in the tai forest of africa 's ivory coast primatologist christophe boesch of the zoological institute of the university of basel report only two clear example of teach in chimpanzee both involve mother and juvenile young learn how to open nut with a rock,1,JJ,offspring
young,52,57,by breed these animal together and then breed their young back to them people have engineer a breed in which this highly specialized talent have become dominant,1,JJ,offspring
young,20,25,even the two heston young fall short of the bizarre standard establish by celebrity child,1,JJ,offspring
young,54,59,surely there be many more paired occasion of sire and young less melodramatic and therefore less know when a sturdy talented noble stream of goodness and ability have flow from one bloodstream to its successor,1,JJ,offspring
young,71,76,productivity of dam be be compare to decide if some should be cull the young 's wean weight should also be adjust for sex,1,JJ,offspring
young,4,9,the young will be fifth in line in succession to the british throne after queen elizabeth 's three child and its mother,1,JJ,offspring
young,74,79,member of the ruling class interbred with the indigenous population their young be label mestizo,1,JJ,offspring
young,72,77,both man be cut by a jagged white line the old man across his chest the young man across his waist with a trail of white blot spread towards the old man 's beard-a crease and its young create in somebody 's pocket,1,JJ,offspring
young,179,184,both man be cut by a jagged white line the old man across his chest the young man across his waist with a trail of white blot spread towards the old man 's beard-a crease and its young create in somebody 's pocket,1,JJ,offspring
young,29,34,his experiment show that the young of animal give aspirin during pregnancy be born with serious abnormality,1,JJ,offspring
young,104,109,the real surprise would be to find that the mother 's immune system have not learn to recognize her own young,1,JJ,offspring
young,60,65,i remember the way we have talk at tel yosef as friend from young,2,JJ,youth
young,8,13,he be a young man of the ideological ' 30s though politically he appear to have be in the thin of it a communist briefly in his young and a liberal during the year before and after world war ii,2,JJ,youth
young,128,133,he be a young man of the ideological ' 30s though politically he appear to have be in the thin of it a communist briefly in his young and a liberal during the year before and after world war ii,2,JJ,youth
young,91,96,at oberlin college graduate wear street dress have donate their cap-and-gown fee to a city young program,2,JJ,youth
young,39,44,the brahmin be bring up from his early young to think of nonbrahmins as infinitely beneath him and he look upon those of low caste as have be create solely to serve him and to minister to his need,2,JJ,youth
young,14,19,happiness and young have almost nothing to do with one another,2,JJ,youth
young,68,73,like father like daughters-here where larry spend the summer of his young the couple 's three child ellen laura and kara pass their own childhood summer sail play board game or just enjoy the sun and salt air,2,JJ,youth
young,58,63,this fun angle according to joseph giunta of the illinois young commission be at the very heart of the problem,2,JJ,youth
young,243,248,you want to be sit in a comfortable leather recliner sip fine wine and read a passage of exquisite prose to your wise spouse for your mutual amusement and you want to be have demeaning drunken sex in a seedy dorm room with a gorgeous soulless young,2,JJ,youth
young,76,81,like the nineteenth-century play utilize a balance of good and evil age and young poor and rich the laughable and the serious be surely not always present to the consciousness of the public which find some satisfaction in live in a world in which thing come out as they think they should come out,2,JJ,youth
young,157,162,not only do dotcom whippersnapper get spank by the nasdaq but tv 's youthquake -- when network unleash a hot-bodied army of dawson 's creek clone to capture young audience -- trigger an avalanche of zit fatigue,2,JJ,youth
young,151,156,gather all my love into one bunch i gather up all its unused force and i send this ray toward the point at which my memory be aim to the beloved of my young,2,JJ,youth
young,72,77,the hammer look good in his harley t-shirt and tattoo a fascist for the young crowd,2,JJ,youth
young,99,104,at the same time the military 's high recruit standard have disenfranchise thousands of struggling young,2,JJ,youth
young,64,69,we hear an ambulance and see people scurry <nul> i recall of my young after the,2,JJ,youth
young,14,19,behavior from young who be socially and economically much better off than they and their child be more than the average policeman can tolerate,2,JJ,youth
young,4,9,the young work for government and nonprofit agency be pay while learn,2,JJ,youth
young,19,24,violence among the young have at this writing fall off from its early-1990s peak but outside of a handful of city -- boston be a notable example -- it remain high than it be before the sharp recent rise which bring many city the bad level of young violence in their history,2,JJ,youth
young,242,247,violence among the young have at this writing fall off from its early-1990s peak but outside of a handful of city -- boston be a notable example -- it remain high than it be before the sharp recent rise which bring many city the bad level of young violence in their history,2,JJ,youth
young,31,36,a family ice cream series draw young performance to the garden and garden exploration tour teach youngster about the beauty of longwood,2,JJ,youth
young,28,33,rome after all be lose by a young which disdain to bathe in cold water abandon to softness almost resemble our little master in forsake the physical exercise responsible for its strength and virtue ' .20 the savage play the same role in this type of text,2,JJ,youth
young,119,124,bond who have have an up-and-down relationship with fan and media during his career attribute his apparent fountain of young to a grueling daily,2,JJ,youth
young,21,26,we have get a lot of young and enthusiasm on defense,2,JJ,youth
young,195,200,it be just possible can be mobilize to repudiate the futile policy that have derange its value in the last thirty year but america can not possibly be lead by the nose by a group of ill-informed young shout irrelevant,2,JJ,youth
young,128,133,the prelude be a retrospective account of the stage by which wordsworth 's mind mature pass from the revolutionary ardour of // young through disillusionment to withdrawal into a life of contemplation,2,JJ,youth
young,87,92,the library system have target branch in some of the highest-risk area of the city for young and add homework center tutoring service special collection extend evening hour and other attraction,2,JJ,youth
young,124,129,// india 's it sector have attract international attention and create a shift in the mind-set of a new generation of indian young who see that merit and hard work can lead to recognition and success,2,JJ,youth
young,84,89,albert respond to the attack by beat up the white man a crime so severe for a black young that he flee union spring terrify that he would be lynch,2,JJ,youth
young,156,161,sometimes a small think twist in him that his father might not be so pained might consider his sin small and trivial and easily forgive and might plead his young and the natural temptation of young,2,JJ,youth
young,192,197,sometimes a small think twist in him that his father might not be so pained might consider his sin small and trivial and easily forgive and might plead his young and the natural temptation of young,2,JJ,youth
neighborhood,89,101,at about ii pm ... the captain report that the hijacker say he have an accomplice in the neighborhood of the airport who be monitor the cockpit-tower radio,1,NN,vicinity
neighborhood,135,147,bollinger slam the dossier close and with a bit more bounce around which normally can prove damned annoyingfor fellow passenger in the neighborhood once again retrieve his briefcase put the document back in close it lock it,1,NN,vicinity
neighborhood,63,75,the aec require the licensee to conduct monitor program in the neighborhood of the reactor,1,NN,vicinity
neighborhood,38,50,mary be anxious to be well out of the neighborhood of the town and this camp before broad daylight,1,NN,vicinity
neighborhood,105,117,* * later hughes say there be talk of a maroon settlement an encampmentof runaway slave somewhere in the neighborhood,1,NN,vicinity
neighborhood,79,91,they would all be there of course and there be forty or fifty foreigner in the neighborhood now,1,NN,vicinity
neighborhood,33,45,which have be make survey in the neighborhood of 122d street and ridgeland avenue,1,NN,vicinity
neighborhood,86,98,there be no entrance into the bay where the tree stand and no passage anywhere in its neighborhood but the tree be more appreciate that morning than a lighthouse and the immigrant watch it with relief and affection for it be the only familiar sight to welcome them to their land of freedom,1,NN,vicinity
neighborhood,51,63,and we know there have n't be another ship in this neighborhood,1,NN,vicinity
neighborhood,82,94,he have the reflex of a cat and he actually feel turbocharge when molly be in the neighborhood,1,NN,vicinity
neighborhood,51,63,the appearance of new anti-aircraft missile in the neighborhood of the junction town of sepone today be not unusually alarming nixon say because we expect the enemy to improve its capability just as we improve ours,1,NN,vicinity
neighborhood,24,36,they remain in the same neighborhood for week or month and the fish begin to concentrate on feed,1,NN,vicinity
neighborhood,99,111,to produce a very fine electron beam the cathode be make as point as possible and in its immediate neighborhood there be place an auxiliary electrode,1,NN,vicinity
neighborhood,159,171,in saigon where the curfew begin at 9 p.-a <nul> american military personnel have be order and american civilian have be request to keep off the street in the neighborhood of disturbance,1,NN,vicinity
neighborhood,31,43,we have one such trail in this neighborhood and people who live near it be often annoy by nuisance and alarmed at prospect of vandalism or actual destruction,1,NN,vicinity
neighborhood,176,188,congratulationsdid not seem appropriate give the circumstance the bride-to-be 's father sprawl in his gore not a dozen foot away and his killer on the rampage somewhere in the neighborhood,1,NN,vicinity
neighborhood,85,97,for example consider people who believe that a bear be wander about uncaged in their neighborhood,1,NN,vicinity
neighborhood,20,32,when they reach the neighborhood she park the vehicle and get out strap on her backpack leash chili and start through the wood without a word to her uninvited guest,1,NN,vicinity
neighborhood,112,124,varak look around and quickly walk to the rear of the sedan reach into his pocket and drop to the ground in the neighborhood of the tail pipe,1,NN,vicinity
neighborhood,38,50,from one flow to the other and in the neighborhood of springs we be never far from discussion of the integrity of racial group but because of its evident harmlessness the idea of the river of folk can be deploy irresponsibly by a variety of writer,1,NN,vicinity
neighborhood,52,64,and around the fence that now enclose the immediate neighborhood of the circle t ranch building,1,NN,vicinity
neighborhood,39,51,also in oran today terrorist shell the neighborhood of the barracks of the gendarme mobile an e lite corps that have be prominent in the fight against the secret army organization,1,NN,vicinity
neighborhood,99,111,it continue through karenni country still in burma to adjacent part of thailand and to laos in the neighborhood of luang prabang and east of xieng khouang,1,NN,vicinity
